date, price
20170801,2.8
20170802,2.8
20170803,2.76
20170804,2.76
20170807,2.8
20170808,2.81
20170809,2.81
20170810,2.89
20170811,2.96
20170814,3.02
20170815,2.96
20170816,2.94
20170817,2.91
20170818,2.9
20170821,3
20170822,3
20170823,2.94
20170824,2.97
20170825,2.93
20170828,2.95
20170829,2.95
20170830,2.95
20170831,2.92
