date, price
20010601,3.7
20010604,3.98
20010605,3.93
20010606,3.76
20010607,3.68
20010608,3.62
20010611,3.91
20010612,4.05
20010613,4.13
20010614,3.92
20010615,3.86
20010618,3.91
20010619,3.96
20010620,3.83
20010621,3.69
20010622,3.68
20010625,3.56
20010626,3.46
20010627,3.39
20010628,3.2
20010629,2.91
