date, price
20031001,4.47
20031002,4.42
20031003,4.34
20031006,4.4
20031007,4.66
20031008,4.84
20031009,4.78
20031010,4.92
20031013,4.96
20031014,4.84
20031015,4.93
20031016,4.92
20031017,4.53
20031020,4.3
20031021,4.64
20031022,4.89
20031023,4.9
20031024,4.78
20031027,4.56
20031028,4.45
20031029,4.51
20031030,4.4
20031031,3.98
