date, price
20100301,4.83
20100302,4.78
20100303,4.76
20100304,4.78
20100305,4.56
20100308,4.47
20100309,4.51
20100310,4.44
20100311,4.47
20100312,4.35
20100315,4.29
20100316,4.38
20100317,4.27
20100318,4.19
20100319,4.01
20100322,4.02
20100323,4.08
20100324,4.02
20100325,4.01
20100326,3.92
20100329,3.83
20100330,3.79
20100331,3.93
