date, price
20070301,7.07
20070302,7.22
20070305,7.36
20070306,7.55
20070307,7.5
20070308,7.14
20070309,7.05
20070312,6.81
20070313,6.78
20070314,6.86
20070315,7.02
20070316,6.84
20070319,6.7
20070320,6.81
20070321,6.82
20070322,7.07
20070323,7.16
20070326,7.15
20070327,7.15
20070328,7.47
20070329,7.34
20070330,7.5
