date, price
19990701,2.29
19990702,2.26
19990706,2.29
19990707,2.2
19990708,2.19
19990709,2.17
19990712,2.12
19990713,2.14
19990714,2.16
19990715,2.12
19990716,2.18
19990719,2.2
19990720,2.24
19990721,2.25
19990722,2.32
19990723,2.42
19990726,2.55
19990727,2.55
19990728,2.58
19990729,2.67
19990730,2.55
