date, price
20020102,2.55
20020103,2.58
20020104,2.58
20020107,2.58
20020108,2.39
20020109,2.31
20020110,2.32
20020111,2.32
20020114,2.32
20020115,2.32
20020116,2.38
20020117,2.4
20020118,2.28
20020122,2.28
20020123,2.28
20020124,2.13
20020125,2.03
20020128,2.03
20020129,2.03
20020130,2.28
20020131,2.28
