date, price
20051201,12.58
20051202,12.95
20051205,14.27
20051206,13.57
20051207,13.95
20051208,14.25
20051209,15.02
20051212,14.82
20051213,15.39
20051214,14.81
20051215,14.07
20051216,13.36
20051219,13.73
20051220,13.79
20051221,13.56
20051222,13.03
20051223,11.17
20051227,10.22
20051228,9.9
20051229,10.07
20051230,9.52
