date, price
20090501,3.3
20090504,3.47
20090505,3.62
20090506,3.67
20090507,3.96
20090508,4.16
20090511,4.24
20090512,4.41
20090513,4.42
20090514,4.1
20090515,4.05
20090518,4.02
20090519,3.99
20090520,3.75
20090521,3.77
20090522,3.41
20090526,3.35
20090527,3.49
20090528,3.55
20090529,3.92
