date, price
20030902,4.62
20030903,4.68
20030904,4.7
20030905,4.76
20030908,4.82
20030909,4.7
20030910,4.78
20030911,4.85
20030912,4.66
20030915,4.66
20030916,4.67
20030917,4.61
20030918,4.52
20030919,4.33
20030922,4.38
20030923,4.51
20030924,4.58
20030925,4.55
20030926,4.42
20030929,4.57
20030930,4.66
