date, price
19980701,2.46
19980702,2.36
19980706,2.38
19980707,2.35
19980708,2.39
19980709,2.38
19980710,2.32
19980713,2.3
19980714,2.23
19980715,2.21
19980716,2.15
19980717,2.15
19980720,2.18
19980721,2.09
19980722,2
19980723,2
19980724,1.97
19980727,2
19980728,1.97
19980729,1.99
19980730,1.95
19980731,1.85
