date, price
20120801,3.2
20120802,3.16
20120803,2.91
20120806,2.9
20120807,2.99
20120808,2.97
20120809,2.89
20120810,2.84
20120813,2.77
20120814,2.79
20120815,2.82
20120816,2.78
20120817,2.7
20120820,2.75
20120821,2.8
20120822,2.8
20120823,2.81
20120824,2.81
20120827,2.8
20120828,2.71
20120829,2.64
20120830,2.72
20120831,2.72
