date, price
20090701,3.63
20090702,3.49
20090706,3.24
20090707,3.3
20090708,3.22
20090709,3.36
20090710,3.24
20090713,3.17
20090714,3.29
20090715,3.37
20090716,3.21
20090717,3.39
20090720,3.49
20090721,3.48
20090722,3.49
20090723,3.66
20090724,3.37
20090727,3.46
20090728,3.49
20090729,3.41
20090730,3.34
20090731,3.34
