date, price
20170403,3.13
20170404,3.06
20170405,3.22
20170406,3.23
20170407,3.23
20170410,3.15
20170411,3.11
20170412,2.97
20170413,3
20170414,3
20170417,3.09
20170418,3.11
20170419,3.11
20170420,3.13
20170421,3.06
20170424,3.06
20170425,2.99
20170426,3.06
20170427,3.13
20170428,3.2
