date, price
20120201,2.32
20120202,2.3
20120203,2.4
20120206,2.46
20120207,2.6
20120208,2.48
20120209,2.5
20120210,2.51
20120213,2.42
20120214,2.48
20120215,2.54
20120216,2.47
20120217,2.67
20120221,2.63
20120222,2.6
20120223,2.68
20120224,2.6
20120227,2.55
20120228,2.44
20120229,2.44
