date, price
19990503,2.23
19990504,2.32
19990505,2.36
19990506,2.32
19990507,2.25
19990510,2.25
19990511,2.29
19990512,2.19
19990513,2.21
19990514,2.28
19990517,2.31
19990518,2.3
19990519,2.27
19990520,2.26
19990521,2.21
19990524,2.19
19990525,2.18
19990526,2.22
19990527,2.27
19990528,2.29
