date, price
20110201,4.42
20110202,4.55
20110203,4.69
20110204,4.48
20110207,4.32
20110208,4.24
20110209,4.22
20110210,4.11
20110211,3.96
20110214,3.89
20110215,3.92
20110216,3.93
20110217,3.9
20110218,3.84
20110222,3.89
20110223,3.83
20110224,3.83
20110225,3.81
20110228,3.93
