date, price
20091201,4.3
20091202,4.67
20091203,4.57
20091204,4.53
20091207,4.78
20091208,5.1
20091209,5.27
20091210,5.02
20091211,5.21
20091214,5.41
20091215,5.53
20091216,5.57
20091217,5.65
20091218,5.87
20091221,5.79
20091222,5.56
20091223,5.55
20091224,5.75
20091228,5.91
20091229,6.01
20091230,5.78
20091231,5.82
