date, price
20000901,4.7
20000905,4.81
20000906,4.89
20000907,4.85
20000908,4.74
20000911,4.85
20000912,4.96
20000913,5.06
20000914,5.1
20000915,5.28
20000918,5.06
20000919,5.22
20000920,5.24
20000921,5.16
20000922,5.16
20000925,5.12
20000926,5.28
20000927,5.34
20000928,5.2
20000929,5.1
