date, price
20010904,2.23
20010905,2.34
20010906,2.43
20010907,2.36
20010910,2.38
20010911,2.38
20010912,2.44
20010913,2.39
20010914,2.41
20010917,2.36
20010918,2.18
20010919,2.13
20010920,2.06
20010921,2.04
20010924,1.99
20010925,1.94
20010926,1.88
20010927,1.9
20010928,1.8
