date, price
20111003,3.57
20111004,3.56
20111005,3.63
20111006,3.49
20111007,3.4
20111010,3.41
20111011,3.52
20111012,3.54
20111013,3.42
20111014,3.49
20111017,3.72
20111018,3.63
20111019,3.59
20111020,3.61
20111021,3.54
20111024,3.61
20111025,3.62
20111026,3.65
20111027,3.59
20111028,3.63
20111031,3.66
