date, price
20020603,3.18
20020604,3.31
20020605,3.29
20020606,3.29
20020607,3.11
20020610,3.14
20020611,3.11
20020612,3.15
20020613,3.04
20020614,3.13
20020617,3.34
20020618,3.23
20020619,3.24
20020620,3.33
20020621,3.18
20020624,3.33
20020625,3.49
20020626,3.92
20020627,3.22
20020628,3.2
