date, price
20151102,1.92
20151103,1.92
20151104,2.04
20151105,2.04
20151106,2.19
20151109,2.19
20151110,2.14
20151111,2.13
20151112,2.05
20151113,2.02
20151116,2.02
20151117,2.05
20151118,2.1
20151119,2.1
20151120,2.18
20151123,2.18
20151124,2.14
20151125,2.14
20151126,2.14
20151127,2.14
20151130,2.11
