date, price
19990301,1.65
19990302,1.67
19990303,1.68
19990304,1.72
19990305,1.74
19990308,1.87
19990309,1.86
19990310,1.94
19990311,1.87
19990312,1.81
19990315,1.75
19990316,1.75
19990317,1.75
19990318,1.75
19990319,1.73
19990322,1.74
19990323,1.8
19990324,1.79
19990325,1.8
19990326,1.83
19990329,1.8
19990330,1.89
19990331,2.02
