date, price
19990401,1.95
19990405,2.03
19990406,1.98
19990407,2.03
19990408,2.07
19990409,2.1
19990412,2.06
19990413,2.14
19990414,2.11
19990415,2.14
19990416,2.14
19990419,2.1
19990420,2.18
19990421,2.17
19990422,2.24
19990423,2.23
19990426,2.23
19990427,2.32
19990428,2.31
19990429,2.37
19990430,2.25
