date, price
20010702,2.92
20010703,3
20010705,3.09
20010706,2.99
20010709,3.1
20010710,3.2
20010711,3.21
20010712,3.29
20010713,3.15
20010716,3.08
20010717,3.14
20010718,3.15
20010719,3.01
20010720,2.97
20010723,3.02
20010724,3
20010725,3.06
20010726,3.26
20010727,3.06
20010730,3.28
20010731,3.31
